Region,ItemDescription,TransactionDate,Length8Foot,Length10Foot,Length12Foot,Length14Foot,Length16Foot,Length18Foot,Length20Foot
Central,2x6 #2,2024-08-22,245,255,260,250,250,250,255
Central,2x8 #2,2024-08-22,245,245,250,265,275,255,270
Central,2x10 #2,2024-08-22,300,345,345,345,345,295,335
Central,2x12 #2,2024-08-22,310,370,405,405,470,420,630
East,2x4 #1,2024-08-22,415,365,355,450,485,360,350
East,2x6 #1,2024-08-22,360,325,305,310,325,275,335
East,2x8 #1,2024-08-22,345,350,355,300,325,305,420
East,2x10 #1,2024-08-22,425,440,445,435,450,380,690
East,2x12 #1,2024-08-22,540,455,475,465,525,570,880
East,2x4 #2,2024-08-22,400,330,340,440,470,340,325
East,2x6 #2,2024-08-22,260,285,265,280,280,265,245
East,2x8 #2,2024-08-22,285,285,260,270,290,260,280
East,2x10 #2,2024-08-22,315,385,400,395,390,310,400
East,2x12 #2,2024-08-22,290,360,385,375,465,405,675
West,2x4 #1,2024-08-29,400,310,370,380,455,365,395
West,2x6 #1,2024-08-29,245,280,315,295,315,260,290
West,2x8 #1,2024-08-29,270,285,310,260,280,250,325
West,2x10 #1,2024-08-29,355,415,410,350,395,310,570
West,2x12 #1,2024-08-29,590,570,465,460,525,480,725
West,2x4 #2,2024-08-29,385,285,300,325,375,290,355
West,2x6 #2,2024-08-29,225,245,270,255,265,235,245
West,2x8 #2,2024-08-29,245,230,245,260,280,240,280
West,2x10 #2,2024-08-29,320,335,340,335,350,280,325
West,2x12 #2,2024-08-29,405,460,440,450,455,410,610
Central,2x4 #1,2024-08-29,400,300,320,375,435,350,375
Central,2x6 #1,2024-08-29,270,280,295,285,305,290,310
Central,2x8 #1,2024-08-29,290,325,320,275,300,290,395
Central,2x10 #1,2024-08-29,415,495,440,415,460,385,635
Central,2x12 #1,2024-08-29,515,485,520,455,540,540,790
Central,2x4 #2,2024-08-29,365,275,285,350,400,300,330
Central,2x6 #2,2024-08-29,235,245,255,245,245,245,245
Central,2x8 #2,2024-08-29,235,235,245,255,265,250,265
Central,2x10 #2,2024-08-29,290,335,335,335,335,285,325
Central,2x12 #2,2024-08-29,310,370,405,415,475,425,640
East,2x4 #1,2024-08-29,415,365,355,450,485,365,350
East,2x6 #1,2024-08-29,355,320,295,300,315,270,320
East,2x8 #1,2024-08-29,340,345,350,295,320,300,405
East,2x10 #1,2024-08-29,425,440,445,435,450,375,685
East,2x12 #1,2024-08-29,545,460,465,465,535,575,890
East,2x4 #2,2024-08-29,395,325,335,440,470,340,325
East,2x6 #2,2024-08-29,250,280,260,275,275,260,240
East,2x8 #2,2024-08-29,280,280,255,265,285,255,275
East,2x10 #2,2024-08-29,305,375,395,390,380,300,390
East,2x12 #2,2024-08-29,290,365,385,375,465,405,675
West,2x4 #1,2024-09-05,400,310,370,380,455,365,395
West,2x6 #1,2024-09-05,245,280,315,295,315,260,290
West,2x8 #1,2024-09-05,270,285,310,260,280,250,325
West,2x10 #1,2024-09-05,345,405,400,340,385,300,560
West,2x12 #1,2024-09-05,600,580,475,470,535,490,735
West,2x4 #2,2024-09-05,385,285,300,325,375,290,355
West,2x6 #2,2024-09-05,225,245,270,255,265,235,245
West,2x8 #2,2024-09-05,240,225,240,255,275,235,275
West,2x10 #2,2024-09-05,305,320,325,320,335,265,310
West,2x12 #2,2024-09-05,415,470,450,460,465,420,620
Central,2x4 #1,2024-09-05,400,300,320,375,435,335,360
Central,2x6 #1,2024-09-05,270,280,295,285,305,290,310
Central,2x8 #1,2024-09-05,290,325,320,275,300,290,395
Central,2x10 #1,2024-09-05,420,500,445,420,465,390,640
Central,2x12 #1,2024-09-05,520,490,525,460,550,550,800
Central,2x4 #2,2024-09-05,365,275,285,350,405,300,330
Central,2x6 #2,2024-09-05,225,245,255,245,245,245,245
Central,2x8 #2,2024-09-05,230,230,240,250,260,240,265
Central,2x10 #2,2024-09-05,280,325,330,325,330,280,320
Central,2x12 #2,2024-09-05,310,370,405,420,485,430,655
East,2x4 #1,2024-09-05,415,370,355,455,485,365,350
East,2x6 #1,2024-09-05,355,325,300,305,320,270,320
East,2x8 #1,2024-09-05,340,345,350,300,325,300,410
East,2x10 #1,2024-09-05,425,440,450,435,450,375,685
East,2x12 #1,2024-09-05,545,460,465,465,535,575,890
East,2x4 #2,2024-09-05,395,325,335,440,470,335,320
East,2x6 #2,2024-09-05,250,280,260,275,275,255,240
East,2x8 #2,2024-09-05,280,280,255,265,285,250,270
East,2x10 #2,2024-09-05,300,370,385,385,375,290,380
East,2x12 #2,2024-09-05,290,365,385,375,470,405,690
West,2x4 #1,2024-09-12,400,310,370,380,455,365,395
West,2x6 #1,2024-09-12,245,280,315,295,315,260,290
West,2x8 #1,2024-09-12,270,285,310,260,280,250,325
West,2x10 #1,2024-09-12,340,400,395,335,380,295,555
West,2x12 #1,2024-09-12,615,595,490,485,550,505,750
West,2x4 #2,2024-09-12,385,285,300,325,375,290,355
West,2x6 #2,2024-09-12,225,245,270,255,265,235,245
West,2x8 #2,2024-09-12,240,225,240,255,265,235,275
West,2x10 #2,2024-09-12,295,310,315,310,325,255,300
West,2x12 #2,2024-09-12,425,480,460,470,475,430,630
Central,2x4 #1,2024-09-12,400,300,320,375,445,335,360
Central,2x6 #1,2024-09-12,270,280,300,290,310,290,310
Central,2x8 #1,2024-09-12,290,325,320,275,300,295,400
Central,2x10 #1,2024-09-12,420,500,445,420,465,385,640
Central,2x12 #1,2024-09-12,525,495,535,470,565,565,800
Central,2x4 #2,2024-09-12,365,275,285,350,410,305,330
Central,2x6 #2,2024-09-12,230,245,255,245,245,245,245
Central,2x8 #2,2024-09-12,235,235,240,250,260,245,265
Central,2x10 #2,2024-09-12,275,315,325,315,320,280,320
Central,2x12 #2,2024-09-12,310,370,405,430,500,440,665
East,2x4 #1,2024-09-12,415,370,355,460,485,370,355
East,2x6 #1,2024-09-12,355,325,300,305,330,265,310
East,2x8 #1,2024-09-12,340,345,350,300,325,300,410
East,2x10 #1,2024-09-12,425,440,455,435,455,375,685
East,2x12 #1,2024-09-12,545,460,475,465,550,595,920
East,2x4 #2,2024-09-12,395,330,335,450,470,335,320
East,2x6 #2,2024-09-12,250,280,260,275,275,255,240
East,2x8 #2,2024-09-12,280,280,255,270,290,250,270
East,2x10 #2,2024-09-12,300,365,380,375,370,285,375
East,2x12 #2,2024-09-12,295,365,380,375,480,410,690
Central,2x4 #1,2024-09-20,405,305,320,380,445,345,370
Central,2x6 #1,2024-09-20,280,290,305,295,320,295,320
Central,2x8 #1,2024-09-20,290,325,320,280,300,290,400
Central,2x10 #1,2024-09-20,410,480,435,410,465,385,645
Central,2x12 #1,2024-09-20,530,500,540,475,575,575,800
Central,2x4 #2,2024-09-20,370,275,285,355,415,305,335
Central,2x6 #2,2024-09-20,240,250,260,250,255,250,250
Central,2x8 #2,2024-09-20,240,235,245,255,260,250,265
Central,2x10 #2,2024-09-20,265,300,310,305,310,265,305
Central,2x12 #2,2024-09-20,310,370,405,435,510,450,675
West,2x4 #1,2024-09-20,415,325,375,395,470,375,400
West,2x6 #1,2024-09-20,250,285,320,300,320,270,295
West,2x8 #1,2024-09-20,275,290,315,265,300,255,330
West,2x10 #1,2024-09-20,345,405,400,340,385,300,560
West,2x12 #1,2024-09-20,635,610,495,510,570,510,800
West,2x4 #2,2024-09-20,395,290,300,325,390,290,355
West,2x6 #2,2024-09-20,245,250,275,260,270,240,250
West,2x8 #2,2024-09-20,240,225,240,255,275,235,275
West,2x10 #2,2024-09-20,285,300,305,300,315,245,290
West,2x12 #2,2024-09-20,425,480,460,470,495,445,660
East,2x4 #1,2024-09-20,415,375,355,465,490,375,370
East,2x6 #1,2024-09-20,355,330,305,310,335,270,310
East,2x8 #1,2024-09-20,345,345,350,300,325,300,410
East,2x10 #1,2024-09-20,410,420,435,415,435,355,685
East,2x12 #1,2024-09-20,520,440,455,445,530,580,900
East,2x4 #2,2024-09-20,395,335,340,455,470,345,325
East,2x6 #2,2024-09-20,260,290,270,290,290,265,250
East,2x8 #2,2024-09-20,285,285,260,270,295,255,275
East,2x10 #2,2024-09-20,290,355,370,365,360,280,365
East,2x12 #2,2024-09-20,295,365,380,375,485,420,700
West,2x4 #1,2024-09-26,415,325,375,395,470,375,400
West,2x6 #1,2024-09-26,250,285,320,300,320,270,295
West,2x8 #1,2024-09-26,275,290,315,265,300,255,330
West,2x10 #1,2024-09-26,345,405,400,340,385,300,560
West,2x12 #1,2024-09-26,635,610,495,510,570,510,800
West,2x4 #2,2024-09-26,395,290,300,325,390,290,355
West,2x6 #2,2024-09-26,245,250,275,260,270,240,250
West,2x8 #2,2024-09-26,240,225,240,255,275,235,275
West,2x10 #2,2024-09-26,285,300,305,300,315,245,290
West,2x12 #2,2024-09-26,425,480,460,470,495,445,660
West,2x4 #1,2024-09-27,425,335,385,405,480,385,410
West,2x6 #1,2024-09-27,260,295,330,310,330,280,305
West,2x8 #1,2024-09-27,285,300,325,275,310,265,340
West,2x10 #1,2024-09-27,340,400,395,335,380,295,555
West,2x12 #1,2024-09-27,640,615,500,515,575,515,805
West,2x4 #2,2024-09-27,405,300,310,335,400,300,365
West,2x6 #2,2024-09-27,255,260,285,270,280,250,260
West,2x8 #2,2024-09-27,245,230,245,260,280,240,280
West,2x10 #2,2024-09-27,275,290,295,290,305,235,280
West,2x12 #2,2024-09-27,235,490,470,480,505,455,670
Central,2x4 #1,2024-09-27,420,325,335,395,460,365,390
Central,2x6 #1,2024-09-27,295,305,320,310,335,310,335
Central,2x8 #1,2024-09-27,305,340,335,295,315,310,420
Central,2x10 #1,2024-09-27,410,480,435,410,465,385,645
Central,2x12 #1,2024-09-27,535,505,555,495,595,595,820
Central,2x4 #2,2024-09-27,385,285,300,365,430,315,340
Central,2x6 #2,2024-09-27,250,260,275,260,270,260,260
Central,2x8 #2,2024-09-27,250,245,255,265,270,260,270
Central,2x10 #2,2024-09-27,260,290,305,300,305,260,300
Central,2x12 #2,2024-09-27,310,370,405,440,525,465,690
East,2x4 #1,2024-09-27,430,390,370,480,500,385,385
East,2x6 #1,2024-09-27,365,345,320,325,350,280,320
East,2x8 #1,2024-09-27,350,355,355,310,340,310,420
East,2x10 #1,2024-09-27,410,415,435,415,440,355,685
East,2x12 #1,2024-09-27,520,440,465,445,550,600,925
East,2x4 #2,2024-09-27,405,350,350,465,480,355,335
East,2x6 #2,2024-09-27,275,305,285,300,305,275,265
East,2x8 #2,2024-09-27,295,295,270,280,305,265,285
East,2x10 #2,2024-09-27,285,350,360,360,355,275,360
East,2x12 #2,2024-09-27,305,370,390,380,500,435,715
Central,2x4 #1,2024-10-04,435,340,355,405,480,390,410
Central,2x6 #1,2024-10-04,315,325,340,330,355,330,355
Central,2x8 #1,2024-10-04,325,360,355,315,340,325,435
Central,2x10 #1,2024-10-04,395,470,425,395,445,365,625
Central,2x12 #1,2024-10-04,545,515,565,505,605,605,845
Central,2x4 #2,2024-10-04,405,300,320,385,450,335,355
Central,2x6 #2,2024-10-04,270,280,295,275,295,275,275
Central,2x8 #2,2024-10-04,270,260,270,280,290,275,285
Central,2x10 #2,2024-10-04,255,290,300,295,300,255,295
Central,2x12 #2,2024-10-04,315,375,405,450,540,480,690
East,2x4 #1,2024-10-04,450,415,390,500,520,410,395
East,2x6 #1,2024-10-04,390,370,340,350,370,300,340
East,2x8 #1,2024-10-04,375,375,375,330,350,325,430
East,2x10 #1,2024-10-04,410,415,435,415,455,370,700
East,2x12 #1,2024-10-04,545,460,490,460,565,615,955
East,2x4 #2,2024-10-04,425,370,370,490,495,370,360
East,2x6 #2,2024-10-04,295,325,310,320,330,295,285
East,2x8 #2,2024-10-04,315,315,290,295,320,285,305
East,2x10 #2,2024-10-04,285,350,360,360,355,275,360
East,2x12 #2,2024-10-04,320,385,410,390,520,455,740
West,2x4 #1,2024-10-04,440,350,400,420,495,400,425
West,2x6 #1,2024-10-04,275,310,345,325,345,295,320
West,2x8 #1,2024-10-04,295,310,335,285,320,275,350
West,2x10 #1,2024-10-04,335,395,390,330,375,290,550
West,2x12 #1,2024-10-04,640,615,500,515,580,520,810
West,2x4 #2,2024-10-04,425,315,325,355,420,315,380
West,2x6 #2,2024-10-04,270,275,300,285,300,265,280
West,2x8 #2,2024-10-04,255,240,255,270,290,250,290
West,2x10 #2,2024-10-04,270,285,290,285,300,230,275
West,2x12 #2,2024-10-04,440,495,475,485,510,460,675
Central,2x4 #1,2024-10-11,460,365,380,430,505,415,435
Central,2x6 #1,2024-10-11,345,355,370,360,385,360,385
Central,2x8 #1,2024-10-11,345,380,375,335,360,355,455
Central,2x10 #1,2024-10-11,390,465,420,395,445,365,625
Central,2x12 #1,2024-10-11,560,530,580,520,620,620,860
Central,2x4 #2,2024-10-11,430,325,345,410,475,360,380
Central,2x6 #2,2024-10-11,300,310,325,305,325,305,305
Central,2x8 #2,2024-10-11,295,285,295,305,315,300,310
Central,2x10 #2,2024-10-11,255,290,300,295,300,255,295
Central,2x12 #2,2024-10-11,330,390,420,265,555,495,705
East,2x4 #1,2024-10-11,475,440,415,530,550,440,425
East,2x6 #1,2024-10-11,420,400,370,380,400,330,370
East,2x8 #1,2024-10-11,400,400,400,355,375,350,455
East,2x10 #1,2024-10-11,410,415,445,415,465,380,705
East,2x12 #1,2024-10-11,565,480,510,480,585,635,975
East,2x4 #2,2024-10-11,455,400,400,515,520,395,390
East,2x6 #2,2024-10-11,325,355,340,350,360,325,315
East,2x8 #2,2024-10-11,340,340,315,320,345,310,330
East,2x10 #2,2024-10-11,310,350,360,360,355,275,360
East,2x12 #2,2024-10-11,340,405,430,410,540,475,760
West,2x4 #1,2024-10-11,460,380,420,440,515,420,445
West,2x6 #1,2024-10-11,295,330,355,345,370,310,345
West,2x8 #1,2024-10-11,320,325,355,310,350,300,365
West,2x10 #1,2024-10-11,335,395,395,335,385,295,550
West,2x12 #1,2024-10-11,665,645,535,545,610,550,860
West,2x4 #2,2024-10-11,450,355,350,385,450,350,400
West,2x6 #2,2024-10-11,300,305,330,315,340,295,310
West,2x8 #2,2024-10-11,285,270,280,295,320,275,315
West,2x10 #2,2024-10-11,270,280,285,280,295,225,270
West,2x12 #2,2024-10-11,470,510,495,505,540,485,705
West,2x4 #1,2024-10-18,480,400,440,460,535,440,465
West,2x6 #1,2024-10-18,315,350,375,365,390,330,365
West,2x8 #1,2024-10-18,335,340,370,325,365,315,380
West,2x10 #1,2024-10-18,340,400,400,340,390,295,550
West,2x12 #1,2024-10-18,675,655,545,555,620,560,870
West,2x4 #2,2024-10-18,470,375,370,405,470,370,420
West,2x6 #2,2024-10-18,320,325,350,335,360,315,330
West,2x8 #2,2024-10-18,300,285,295,310,335,290,330
West,2x10 #2,2024-10-18,270,280,285,280,295,225,270
West,2x12 #2,2024-10-18,490,530,515,525,560,505,725
Central,2x4 #1,2024-10-18,475,380,405,450,525,430,455
Central,2x6 #1,2024-10-18,370,375,380,380,410,370,400
Central,2x8 #1,2024-10-18,365,400,395,355,380,360,470
Central,2x10 #1,2024-10-18,390,465,420,390,440,360,625
Central,2x12 #1,2024-10-18,580,545,590,530,635,635,885
Central,2x4 #2,2024-10-18,450,350,360,430,495,385,400
Central,2x6 #2,2024-10-18,320,335,350,325,350,325,325
Central,2x8 #2,2024-10-18,315,305,315,325,340,315,320
Central,2x10 #2,2024-10-18,255,290,300,295,300,255,295
Central,2x12 #2,2024-10-18,340,400,430,470,560,505,720
East,2x4 #1,2024-10-18,490,455,435,545,570,460,445
East,2x6 #1,2024-10-18,450,430,405,410,435,365,400
East,2x8 #1,2024-10-18,430,425,430,385,405,375,470
East,2x10 #1,2024-10-18,410,415,450,415,470,385,705
East,2x12 #1,2024-10-18,585,500,530,500,605,645,1000
East,2x4 #2,2024-10-18,470,420,420,530,535,410,405
East,2x6 #2,2024-10-18,350,380,365,375,395,350,345
East,2x8 #2,2024-10-18,365,365,335,345,370,335,355
East,2x10 #2,2024-10-18,310,350,360,360,355,275,360
East,2x12 #2,2024-10-18,360,425,450,420,560,495,790
West,2x4 #1,2024-10-25,490,410,450,470,545,450,475
West,2x6 #1,2024-10-25,330,365,390,380,405,345,380
West,2x8 #1,2024-10-25,345,350,380,335,375,325,390
West,2x10 #1,2024-10-25,350,400,400,340,390,295,550
West,2x12 #1,2024-10-25,685,665,555,565,630,570,880
West,2x4 #2,2024-10-25,485,390,385,420,480,380,430
West,2x6 #2,2024-10-25,340,345,365,350,375,335,350
West,2x8 #2,2024-10-25,310,295,305,320,345,300,340
West,2x10 #2,2024-10-25,275,280,285,285,300,230,275
West,2x12 #2,2024-10-25,500,540,525,535,570,515,735
Central,2x4 #1,2024-10-25,485,400,420,470,535,440,470
Central,2x6 #1,2024-10-25,390,390,395,400,430,380,410
Central,2x8 #1,2024-10-25,385,415,410,375,405,375,490
Central,2x10 #1,2024-10-25,390,465,415,390,435,360,625
Central,2x12 #1,2024-10-25,590,555,595,535,640,640,905
Central,2x4 #2,2024-10-25,465,370,375,450,505,400,415
Central,2x6 #2,2024-10-25,340,355,370,345,370,345,345
Central,2x8 #2,2024-10-25,330,320,330,340,355,330,335
Central,2x10 #2,2024-10-25,260,290,305,300,300,255,295
Central,2x12 #2,2024-10-25,345,410,435,475,570,510,740
East,2x4 #1,2024-10-25,505,465,450,555,570,465,460
East,2x6 #1,2024-10-25,450,445,425,430,450,380,415
East,2x8 #1,2024-10-25,445,440,445,400,425,395,485
East,2x10 #1,2024-10-25,410,415,450,415,475,385,705
East,2x12 #1,2024-10-25,585,505,540,510,620,645,1000
East,2x4 #2,2024-10-25,485,425,430,540,535,420,415
East,2x6 #2,2024-10-25,370,400,385,395,415,365,365
East,2x8 #2,2024-10-25,380,380,350,360,380,350,370
East,2x10 #2,2024-10-25,310,350,360,360,355,275,360
East,2x12 #2,2024-10-25,370,435,460,425,580,505,815
West,2x4 #1,2024-11-01,495,415,455,475,550,455,480
West,2x6 #1,2024-11-01,335,370,395,385,410,350,385
West,2x8 #1,2024-11-01,350,355,385,340,380,330,395
West,2x10 #1,2024-11-01,350,400,400,340,390,295,550
West,2x12 #1,2024-11-01,685,665,555,565,635,575,885
West,2x4 #2,2024-11-01,485,400,390,430,485,390,435
West,2x6 #2,2024-11-01,345,350,370,355,380,340,355
West,2x8 #2,2024-11-01,315,300,310,325,350,305,345
West,2x10 #2,2024-11-01,280,285,285,290,305,230,275
West,2x12 #2,2024-11-01,505,545,525,535,575,520,740
Central,2x4 #1,2024-11-01,485,405,420,480,535,440,470
Central,2x6 #1,2024-11-01,400,395,400,400,440,385,410
Central,2x8 #1,2024-11-01,395,430,425,385,420,385,500
Central,2x10 #1,2024-11-01,390,470,415,390,435,355,620
Central,2x12 #1,2024-11-01,590,555,595,535,640,630,905
Central,2x4 #2,2024-11-01,470,370,375,455,505,400,415
Central,2x6 #2,2024-11-01,340,355,380,350,375,350,350
Central,2x8 #2,2024-11-01,335,325,335,345,355,330,340
Central,2x10 #2,2024-11-01,265,295,305,300,305,255,295
Central,2x12 #2,2024-11-01,345,410,435,475,570,510,750
East,2x4 #1,2024-11-01,500,455,440,545,570,460,455
East,2x6 #1,2024-11-01,450,450,425,435,455,385,425
East,2x8 #1,2024-11-01,455,450,455,410,435,395,470
East,2x10 #1,2024-11-01,410,415,450,415,475,385,705
East,2x12 #1,2024-11-01,585,505,535,510,625,640,1020
East,2x4 #2,2024-11-01,485,425,425,525,525,420,415
East,2x6 #2,2024-11-01,375,400,385,400,420,370,365
East,2x8 #2,2024-11-01,380,385,355,360,380,350,370
East,2x10 #2,2024-11-01,310,340,350,355,345,275,355
East,2x12 #2,2024-11-01,370,435,460,415,580,515,825
West,2x4 #1,2024-11-08,490,410,450,470,545,450,475
West,2x6 #1,2024-11-08,330,365,390,380,405,345,380
West,2x8 #1,2024-11-08,350,355,385,340,380,330,395
West,2x10 #1,2024-11-08,350,400,400,340,390,295,550
West,2x12 #1,2024-11-08,680,660,550,560,630,570,880
West,2x4 #2,2024-11-08,475,390,380,420,475,380,425
West,2x6 #2,2024-11-08,340,345,365,350,375,335,350
West,2x8 #2,2024-11-08,315,300,310,325,350,305,345
West,2x10 #2,2024-11-08,280,285,285,290,305,230,275
West,2x12 #2,2024-11-08,500,540,520,530,570,515,735
Central,2x4 #1,2024-11-08,470,390,405,460,515,425,455
Central,2x6 #1,2024-11-08,400,390,395,395,445,385,410
Central,2x8 #1,2024-11-08,400,430,415,385,425,385,485
Central,2x10 #1,2024-11-08,380,460,410,385,430,350,610
Central,2x12 #1,2024-11-08,585,550,590,525,630,630,915
Central,2x4 #2,2024-11-08,450,355,360,445,485,385,410
Central,2x6 #2,2024-11-08,340,350,375,350,375,340,350
Central,2x8 #2,2024-11-08,330,320,330,340,355,325,335
Central,2x10 #2,2024-11-08,265,290,305,295,300,250,295
Central,2x12 #2,2024-11-08,345,410,435,475,570,510,755
East,2x4 #1,2024-11-08,480,435,425,520,545,460,455
East,2x6 #1,2024-11-08,440,440,425,425,450,385,435
East,2x8 #1,2024-11-08,450,450,455,410,435,390,455
East,2x10 #1,2024-11-08,400,410,445,410,475,375,695
East,2x12 #1,2024-11-08,575,495,525,510,615,620,1035
East,2x4 #2,2024-11-08,470,405,410,500,500,420,415
East,2x6 #2,2024-11-08,370,390,375,390,405,365,360
East,2x8 #2,2024-11-08,370,375,350,350,375,350,365
East,2x10 #2,2024-11-08,300,330,340,345,335,265,340
East,2x12 #2,2024-11-08,360,425,455,405,580,515,835
West,2x4 #1,2024-11-15,480,400,440,460,535,440,465
West,2x6 #1,2024-11-15,320,355,380,370,395,335,370
West,2x8 #1,2024-11-15,340,345,375,330,370,320,385
West,2x10 #1,2024-11-15,350,400,400,340,390,295,550
West,2x12 #1,2024-11-15,660,640,530,540,610,550,860
West,2x4 #2,2024-11-15,460,375,365,405,460,365,410
West,2x6 #2,2024-11-15,330,335,355,340,365,325,340
West,2x8 #2,2024-11-15,305,290,300,315,340,295,335
West,2x10 #2,2024-11-15,275,280,280,285,300,225,270
West,2x12 #2,2024-11-15,480,520,500,510,550,495,715
Central,2x4 #1,2024-11-15,450,370,385,435,490,405,435
Central,2x6 #1,2024-11-15,390,385,390,390,440,380,405
Central,2x8 #1,2024-11-15,380,410,395,370,405,365,470
Central,2x10 #1,2024-11-15,370,450,400,375,420,340,600
Central,2x12 #1,2024-11-15,570,540,580,515,620,620,925
Central,2x4 #2,2024-11-15,430,335,340,425,460,370,385
Central,2x6 #2,2024-11-15,335,345,365,350,370,335,340
Central,2x8 #2,2024-11-15,320,310,320,335,350,315,325
Central,2x10 #2,2024-11-15,260,285,295,290,290,245,290
Central,2x12 #2,2024-11-15,335,400,425,465,560,505,750
East,2x4 #1,2024-11-15,465,415,410,490,505,450,445
East,2x6 #1,2024-11-15,430,420,410,410,435,370,435
East,2x8 #1,2024-11-15,450,440,450,400,425,375,435
East,2x10 #1,2024-11-15,400,400,435,395,460,355,685
East,2x12 #1,2024-11-15,565,485,510,495,600,605,1045
East,2x4 #2,2024-11-15,455,390,390,470,470,405,405
East,2x6 #2,2024-11-15,360,375,365,380,395,355,350
East,2x8 #2,2024-11-15,365,370,345,345,375,340,355
East,2x10 #2,2024-11-15,290,320,330,335,320,260,330
East,2x12 #2,2024-11-15,350,415,450,390,580,510,835
West,2x4 #1,2024-11-22,455,375,415,435,510,415,440
West,2x6 #1,2024-11-22,305,340,365,355,380,320,355
West,2x8 #1,2024-11-22,330,335,365,320,360,310,375
West,2x10 #1,2024-11-22,345,395,395,335,385,290,545
West,2x12 #1,2024-11-22,630,610,500,510,580,520,830
West,2x4 #2,2024-11-22,435,345,335,375,430,335,380
West,2x6 #2,2024-11-22,315,320,340,325,350,310,325
West,2x8 #2,2024-11-22,295,280,290,305,330,285,325
West,2x10 #2,2024-11-22,270,275,275,280,295,220,265
West,2x12 #2,2024-11-22,450,500,475,480,540,485,705
Central,2x4 #1,2024-11-22,425,345,365,410,450,385,415
Central,2x6 #1,2024-11-22,380,375,380,380,425,365,395
Central,2x8 #1,2024-11-22,355,385,370,360,380,345,450
Central,2x10 #1,2024-11-22,360,440,390,360,410,330,590
Central,2x12 #1,2024-11-22,555,525,565,505,610,605,925
Central,2x4 #2,2024-11-22,400,315,315,395,425,345,360
Central,2x6 #2,2024-11-22,325,335,350,340,355,320,320
Central,2x8 #2,2024-11-22,310,305,310,325,340,305,315
Central,2x10 #2,2024-11-22,255,275,285,280,280,235,280
Central,2x12 #2,2024-11-22,315,380,405,435,530,485,735
East,2x4 #1,2024-11-22,445,395,390,460,470,435,430
East,2x6 #1,2024-11-22,425,410,400,400,425,355,415
East,2x8 #1,2024-11-22,440,430,440,380,405,350,420
East,2x10 #1,2024-11-22,380,385,415,375,445,325,685
East,2x12 #1,2024-11-22,555,475,495,480,590,575,1055
East,2x4 #2,2024-11-22,435,370,370,440,440,385,390
East,2x6 #2,2024-11-22,340,365,355,375,385,345,335
East,2x8 #2,2024-11-22,330,360,335,335,365,330,350
East,2x10 #2,2024-11-22,275,305,315,315,300,250,310
East,2x12 #2,2024-11-22,340,400,440,365,565,500,835
West,2x4 #1,2024-11-27,435,355,395,415,490,395,420
West,2x6 #1,2024-11-27,295,330,355,345,370,310,345
West,2x8 #1,2024-11-27,320,325,355,310,350,300,365
West,2x10 #1,2024-11-27,340,390,390,330,380,285,540
West,2x12 #1,2024-11-27,610,590,480,490,560,500,810
West,2x4 #2,2024-11-27,415,325,315,355,410,315,360
West,2x6 #2,2024-11-27,305,310,330,315,340,300,315
West,2x8 #2,2024-11-27,285,270,280,295,320,275,315
West,2x10 #2,2024-11-27,265,270,270,275,290,215,260
West,2x12 #2,2024-11-27,430,480,455,460,520,465,685
Central,2x4 #1,2024-11-27,410,340,355,395,430,370,400
Central,2x6 #1,2024-11-27,370,365,370,370,415,355,385
Central,2x8 #1,2024-11-27,345,375,360,340,370,335,435
Central,2x10 #1,2024-11-27,350,430,380,350,400,320,580
Central,2x12 #1,2024-11-27,540,510,550,485,590,590,925
Central,2x4 #2,2024-11-27,380,300,300,375,405,330,340
Central,2x6 #2,2024-11-27,310,325,335,335,345,310,315
Central,2x8 #2,2024-11-27,305,300,305,315,330,305,310
Central,2x10 #2,2024-11-27,250,270,280,275,275,235,275
Central,2x12 #2,2024-11-27,295,370,390,420,515,470,725
East,2x4 #1,2024-11-27,430,380,370,435,450,420,415
East,2x6 #1,2024-11-27,425,400,395,395,420,345,405
East,2x8 #1,2024-11-27,435,420,430,370,390,345,415
East,2x10 #1,2024-11-27,380,385,415,370,445,315,685
East,2x12 #1,2024-11-27,555,465,485,470,585,555,1055
East,2x4 #2,2024-11-27,420,360,360,410,410,370,375
East,2x6 #2,2024-11-27,335,360,350,375,380,335,325
East,2x8 #2,2024-11-27,325,355,330,335,365,325,345
East,2x10 #2,2024-11-27,265,295,305,305,290,240,300
East,2x12 #2,2024-11-27,330,385,425,345,550,500,835
West,2x4 #1,2024-12-06,415,335,375,395,470,375,400
West,2x6 #1,2024-12-06,290,325,350,340,365,305,340
West,2x8 #1,2024-12-06,315,320,350,305,345,295,360
West,2x10 #1,2024-12-06,335,385,385,325,375,280,535
West,2x12 #1,2024-12-06,590,570,460,470,540,480,790
West,2x4 #2,2024-12-06,395,305,295,335,390,295,340
West,2x6 #2,2024-12-06,300,305,325,310,335,295,310
West,2x8 #2,2024-12-06,275,260,270,285,310,265,305
West,2x10 #2,2024-12-06,255,260,260,265,280,205,250
West,2x12 #2,2024-12-06,410,460,435,440,500,445,665
Central,2x4 #1,2024-12-06,395,325,345,380,410,360,385
Central,2x6 #1,2024-12-06,370,365,370,370,415,355,385
Central,2x8 #1,2024-12-06,340,370,360,330,370,330,425
Central,2x10 #1,2024-12-06,345,425,375,345,395,315,575
Central,2x12 #1,2024-12-06,525,495,535,470,575,575,915
